Tweet	Labels
"WAIT WHAT....IT SAID THAT KIM JAEJOONG GOT POSITIVE CORONA VIRUS? IS IT APRIL MOOP, ISN'T IT? omg"	4 5
Shout out to !!! I truly respect the way youre leading NY through this crisis!!! COVID19	1
Prayers and my condolences go out to all the people who have lost a loved one due to the coronavirus	2
Trump warns Americans of a tough two weeks ahead in coronavirus fight US RTGNews	1 8
Corona Virus has been cured and we can all go to Skyzone for one giant hangout!!! AprilFools GeekShmeek COVID19	0 10
Maybe the biggest blessing in this Coronavirus is that its making us all understand what we take for granted.	0
Dr Anbumani says lockdown is the only way to combat the Coronavirus outbreak. PMKcallsCurfewExtension	1 8
Corona virus got me stuck in the house with these kids. And Im thinking ... maybe these kids aint that bad	0 1
In UK todayCases 3009 (-3009) to 0 todayDeaths 381 (-381) to 0 COVID19Aus COVID19	8
Waiting for the government to say April fools to this whole corona virus	4 10
"Corona control - encourage cottage industries, to restrict people to their homes"	0 8
Starting tomorrow we get a full month of 4/20 but no smoking buddies cause of corona tf kinda shit is this man	3 5 6
Gods Goddesses : No more April Fooling coronavirus Go back to heavens! Let humans fool one another 01 April 2020	0 2 6 10
I'm begging you: keep the Coronavirus April 1st jokes in your drafts.	6 10
"All the Pseudo Liberals(librandu), Pseudo Seculars,Leftists are suffering from Appeasement virus which is more dangerous than Corona"	6 10
ahaha nice try corona but its april fools haha thats funny tho but fr u can stop now haha	10
Once this coronavirus is over I refuse to stay indoors. Ive done that part for my summer holidays Im ready to be out erryday.	0 9
Don't let India to became Italy for some Obdurate Headless people India's fight against Corona	0 6 10
"idk why Americas health care is struggling with coronavirus, a school nurse could cure that shit with a bandaid"	6 10
My mom asked me if corona was messing with my dating life... I said no mom. I dont have a dating life to mess up	0 10
Hoping that we wake up tomorrow to the news that COVID19 was just a big AprilFools joke...	0 10
I have not watched not 1 news channel about the Corona. My mama updates me on this shit. Shit getting annoying	6
The hysteria over Coronavirus pandemonic is a global catastrophe....I'm praying God's turnaround	2 4 5 10
my diet now consists of nachos and I havent showered in 2 days coronavirus	5 9
What if trump didnt act on covid19 fast enough just so it can pause the election and we get another year of him?	6 7
been feelin a lot like a coronavirus patient lately the way im sick as hell	4 6
Juuls were introduced to weaken the immune systems of teenagers making them more susceptible to the planned covid19 outbreak.	3 4 7
"Hello earth, we have other problems now, stop shaking. Thank you, the people of this world. COVID19"	5 6 10
Corona Token InvestBox daily percent C = (amount of Corona buy orders) / 10. Max percent = 10% / day	3 8
how come Sam Winnall was tested for covid19 when he wasnt showing any symptoms? I do wish him a speedy recovery!	2 9
always love customers learned to protect themselves but refused to protect us from COVID19 - A front line customer services worker	4 5 6
if i walk away with one souvenir from the covid-19 pandemic it must be kylie jenner branded hand sanitizer	10
Tomorrow is April fools day. Them Corona virus pranks are NOT the move.	6
Ap Total corona cases. :-87 12 hour's lo :-43 cases Feelings : Gajagaja COVID19	5
if yall woulda voted Joe Exotic for governor non of this corona shit would be happening	5 10
fuck im out of job bc of the corona what do you mean theres going to be physical album for the op ;;	5 6
Would if on April fools day the government comes out saying how the Coronavirus was all a prank???	3 10
"I have been afraid/terrified since January 20, 2017. WorstPresidentEver NoRespectForDonaldTrump coronavirus"	4
more and more J release dates being pushed back...thnx Corona	5 6
I haven't even worn my bred 11's yet corona gotta relax	4 5 10
The numbers of corona virus seems like an election battle COVID19	3 10
TNT - Are you trying to scare the hell out of us with these Movies. (Last Ship + GeoStorm) coronavirus pandemic	0 6 10
"Yupi, lleg abril. Mi mes , but this year is not my favorite month. Thanks Coronavirus"	6 10
I'm not ignoring you Yael. Just been knee deep in COVID19 lately. Manishma?	6 10
A Binational Security State will be implemented through Operation Blackout and the use of Coronavirus	4 7 9
Not sure if its corona virus or my dab pen making my throat itch	4
"sir, I hope, I can stop spreading killing of corona virus. I need your help.,,,,,,DR KUMARIL"	0
I'm getting on Fortnite for a bit. Gonna ride this Corona Bug in style. Who's down?	0 10
April 1st no Corona pranks today plz guys	0 6 10
"Bei pls stop rting that corona virus test on my TL, i on my knees begging"	4 6
McConnell says Trump impeachment trial 'diverted the attention' of the government as coronavirus entered US. Eat. Penguin. Shit.	6 8
niggas said if u get corona u gay cause u let something grow inside u	10
Guys I dont think the virus is getting ppl sick it highkey might be the 5G. TMobile QuarantineLife COVID19 COVID19 VirtualCoaching	3 10
Everyone get their Corona Virus is just a big April Fools joke out right now so that we dont have to see them all tomorrow. Pls.	6
CORONAVIRUS LOCKDOWN DAY TWO: Porn Industry Leaders Announce Immediate Closures Of All Orifices	5 9 10
Really surprised no ones my a cover of the song my sharona and renaming it my corona	9 10
"CoronavirusInSA Gauteng has recorded the first COVID19 death, with the mortality rate here in South Africa edging up to 0.37%."	6 8
"Maybe if I tell the coronavirus I have feelings for it, itll go for everyone else before going for me"	0 10
ERIC CLAPTON BONNIE RAITT DEAD AT 74 MRS ERIC CLAPTON ME BONNIE ME CORONA VIRUS MAYBE NOT SURE NOW GUARDIAN ANGELS CRYING	5 6
"I aint believing anybody today idc if you pregnant, your dog dying, you got corona idc"	6 10
This is actually worrisome! Please take care Ahmedabad CoronaUpdatesInIndia	2 4
Arseholes running and cycling on the prom in Salthill again absolute gobshites coronavirus	6
APRIL: Create wish-list for post-Corona pandemic (Condition applied: if survived) 1. 2. 3. 4.	0 10
Shame on Godi media...They are more dangerous than Corona virus. _	6
With CNN no longer covering the Corona Virus briefings there should be no need for Jim Acosta to be there.	6 9 10
In case you were wondering what day it is its March 67th COVID19 CoronaLockdown	10
"US breaks its one-day record for Covid-19 deaths, reporting 865 fatalities Johns Hopkins University.. USA.. coronavirus.."	8
does everyone that make april fool jokes about coronavirus ges to jail?	4 6 10
"1 new confirmed case(s) in Hong Kong totaling 715 in this place. Already 858,127 worldwide. coronavirus covid19 HongKong"	4 8
Would it be awesome or tragic if tomorrow Trump announces all this coronavirus stuff was just a drill? Ultimate AprilFools	0 10
Corona has gotten bad in U.S but thank god I live in America	5 10
Y'all really had the nerve to say Black ppl don't get coronavirus. Smfh.	6
Great commentary with lot of details to understand civic19. COVID19 CoronaKoDhona	0 1
I need Trump to get on tv tmrw and say April fools corona was a joke because I got a birthday in 11 days bruh	3 10
Okay no cuddles because Im single single ..... Corona hurry up and leave and Summer hurry up and come on	0 10
waiting for the government to say corona was a joke since its april fools day	10
"I have not been sharing corona posts, but I think this is worth the read! Stay home and pray people!!!"	0
Anyone else think about how many times a day we probably encounter/pass an actual Corona virus and we don't know it?	0 4 6
Lmao that we included 70 million in our corona virus stimulus for domestic abuse help	10
a mouse has gotten into my cabinet and pooped in my pots and pans. i am going to dodge coronavirus only to die of hantavirus	4 10
May god save us from the stupid people spreading corona IndiaTrustsPmModi IndiaFightsCoronavirus IndiaFightsCorona	2 6
"How long will it take Donald Trump to mock Chris Cuomo for having the coronavirus? I feel it coming in 3, 2, 1...."	7 10
The government should accept this challenge. We have a cure for COVID19 in Kenya and we don't know it yet	0 10
I haven't been paying close enough attention obviously... I didn't know coronavirus truthers were a thing. SMH	6 9 10
before corona was in America I wanted a cute mask to wear out so ppl wouldnt recognize me and I still want one tbh	5 10
"Off to read a book in bed. Blog post tomorrow - how early depends on my kid, really - comparing some civic COVID19 responses."	0 8
My first day after COVID19 lockdown wish... Spitroasted with	0 10
Healthcare professionals did not have to die if the government did its job of handling the COVID19 situation. Its just...sad	1 5
Wonder what redicetv has to say about Coronavirus taking over Europe.... Don't think it's gonna be pretty lol	4 5 10
I request to all people of india to stay at home and fight with corona virus.	0
Definitely getting my back tattoo once this corona shit over .. I need the adrenaline	0 10
Corona virus now an earthquake... if the world is gonna end like this I might as well text me ex	3 4
Coronavirus quarantine got you feeling alone? Make more people!	5 10
Toxic relationships Coronavirus Not letting us leave the house	5 9
Coronavirus? I sleep. Virus that turns the host into a pickle? Funniest shit Ive ever seen	4 7 10
Some of de big artist ar helping coVid19 .... Is nt easy nt working n u need to survive	3 5 10
Yall see the the coronavirus got worse after Zendaya agreed to go to prom with me... I see what god does to simps like me	6 10
Expose this corrupt system that leaves 99% of the population in 3rd world conditions. COVID19	6
Yo can someone just like kill this corona dude so I can see my girlfriend already?	5 6
I wish Covid19 is just an April fools day prank. Itd really be a happy april fools day.	0 3
i better not see one fake piece of corona news on this app when i wake up	6
Coronavirus is punishment from god because of cops doing tiktoks in the front of their squad cars	10
What if healthcare workers went on strike? It is far more dangerous to go to work where there is a concentration of people with Coronavirus	3 4
